Title,Link,Description,Date
Why are Britain’s new homes so rubbish? - podcast,https://www.theguardian.com/news/audio/2023/nov/06/why-are-britains-new-homes-so-rubbish-today-in-focus-podcast,"<p>Oliver Wainwright reports on the increasingly poor standards of newly built homes in the UK and what consumers can do to protect themselves</p><p>“I feel like we’re always living with some form of anxiety that something is going to go wrong.”</p><p>When <strong>Louise Rickman</strong> moved into her newly built house, there were issues everywhere she looked: broken tiles, a crack in the roof, a garage door that wouldn’t close, and mould behind the kitchen cabinets. She tells <strong>Nosheen Iqbal</strong> how the problems with her house only got worse in the four years that followed.</p> <a href=""https://www.theguardian.com/news/audio/2023/nov/06/why-are-britains-new-homes-so-rubbish-today-in-focus-podcast"">Continue reading...</a>",2023-11-06 03:00:25
"More new Beatles music ‘conceivable’ after Now and Then, Peter Jackson says",https://www.theguardian.com/music/2023/nov/06/new-beatles-songs-ai-technology-now-and-then-peter-jackson,"<p>Get Back director who helped with AI technology that isolated John Lennon’s vocals in new single says there are more song fragments in archive</p><p>The film-maker Peter Jackson has hinted at the possibility of more Beatles music to come after the release of their “final” song Now and Then, calling the idea “conceivable”.</p><p>Now and Then was built from a recording made by John Lennon shortly before his murder in 1980, using the same AI technology that Jackson used in his documentary Get Back to clean up and separate voices in archival recordings. The track has been a hit with fans and critics <a href=""https://www.theguardian.com/music/2023/nov/02/now-and-then-listen-to-the-final-beatles-song-john-lennon-paul-mccartney-ringo-george-harrison"">since it was released on Friday</a>.</p> <a href=""https://www.theguardian.com/music/2023/nov/06/new-beatles-songs-ai-technology-now-and-then-peter-jackson"">Continue reading...</a>",2023-11-06 01:51:32
Iga Swiatek into final after dominant win over Aryna Sabalenka at WTA Finals,https://www.theguardian.com/sport/2023/nov/06/wta-finals-iga-swiatek-vs-aryna-sabalenka-results,"<ul><li>Pole beats world No 1 6-3, 6-2 in delayed match in Cancún</li><li>Fifth seed Jessica Pegula of the US awaits in title match</li></ul><p>Staring down her toughest rival in a match of the highest importance, Iga Swiatek offered a succinct reminder of her unparalleled brilliance as she dismantled Aryna Sabalenka, the world No 1, to reach the final of the WTA Finals for the first time.</p><p>“I’m really, really happy,” Swiatek said after her 6-3, 6-2 win. “I think that was the toughest and also the nicest match that I’ve played here.”</p> <a href=""https://www.theguardian.com/sport/2023/nov/06/wta-finals-iga-swiatek-vs-aryna-sabalenka-results"">Continue reading...</a>",2023-11-06 01:48:14
"Antisemitic acts have exploded in France since 7 October, interior minister says",https://www.theguardian.com/world/2023/nov/06/antisemitic-acts-have-exploded-in-france-since-7-october-interior-minister-says,"<p>Paris police chief Laurent Nunez tells of 257 cases in the Paris region alone and 90 arrests</p><ul><li><a href=""https://an.com/world/live/2023/nov/05/israel-hamas-war-live-dozens-killed-in-strike-on-gaza-refugee-camp-say-palestinians-protests-around-world-demand-ceasefire#top-of-blog"">Israel-Hamas war – latest updates</a></li><li><a href=""https://www.theguardian.com/world/2023/nov/03/israel-and-palestine-a-complete-guide-to-the-crisis"">Israel-Hamas conflict: a complete guide</a></li></ul><p>France has recorded more than a thousand antisemitic acts since the deadly 7 October attack by Hamas gunmen on Israel, the interior minister, Gérald Darmanin, has said.</p><p>“The number of antisemitic acts has exploded,” he told France 2 television, adding that 486 people had been arrested for such offences, including 102 foreigners.</p> <a href=""https://www.theguardian.com/world/2023/nov/06/antisemitic-acts-have-exploded-in-france-since-7-october-interior-minister-says"">Continue reading...</a>",2023-11-06 01:14:15
Russia-Ukraine war at a glance: what we know on day 621,https://www.theguardian.com/world/2023/nov/06/russia-ukraine-war-at-a-glance-what-we-know-on-day-621,"<p>Zelenskiy announces criminal inquiry after Ukrainian soldiers die in missile strike, reportedly during medal ceremony; Ukraine hits Russian warship</p><ul><li><a href=""https://www.theguardian.com/world/ukraine"">See all our Russia-Ukraine war coverage</a></li></ul><p><strong>The Ukrainian army has confirmed soldiers from its 128th Mountain Assault Brigade were killed in a Russian missile strike during what media described as a medal awarding ceremony.</strong> A Ukrainian soldier said on social media that 22 people were killed and criticised commanders for having held the event in Ukraine’s southern Zaporizhzhia region. Local media reported 20 deaths – figures that could not be independently verified.</p><p><strong>“This is a tragedy that could have been avoided,” the Ukrainian president, Volodymyr Zelenskiy, said of the soldiers’ deaths.</strong> “A criminal investigation has been registered into the tragedy. The main thing is to establish the full truth about what happened and to prevent this from happening again.”</p><p><strong>Ukrainian cruise missiles damaged a warship docked at the occupied Crimean peninsula</strong>, Russia admitted on Sunday, a day after Ukraine announced the strike. Ukraine launched 15 cruise missiles at the BE Butoma shipyard based in the east coast city of Kerch on Saturday, with air defences shooting down 13, Russia’s defence ministry said. Ukrainian attacks have progressively been making Crimea untenable for Russia’s Black Sea fleet to use. Ukraine said the damaged warship was one of Russia’s most advanced, able to fire Kalibr cruise missiles. Online observers named the ship as the Askold.</p><p><strong>Zelenskiy said the cost of letting Russia win the war would be further conflict involving ground troops from Nato countries</strong>, as he urged US lawmakers on NBC’s Meet the Press to increase war funding. Zelenskiy also said he was “not ready” for talks with Russia unless its invading troops withdraw. The United States “know I am not ready to speak with the terrorists, because their word is nothing”, he said. “They have to go out from our territory, only after that the world can switch on diplomacy.”</p><p><strong>Zelenskiy also urged Donald Trump to visit Ukraine</strong>, where he said it would take minutes to show the war-sceptic former US president his errors about the conflict.</p><p><strong>Tensions simmered between the civilian and military wings of Ukraine’s leadership</strong> as the president’s office publicly rebuked top military commander Valerii Zaluzhnyi for his comments that the war was at a stalemate. The office of Zelenskiy said Zaluzhnyi’s words were helpful to Russia and stirred panic.</p><p><strong>Zelenskiy said the war in Gaza was distracting focus from Ukraine’s war against Russia</strong> as humanitarian, diplomatic and media attention shifts to the Middle East.</p><p><strong>Russian casualties climbed to </strong><strong>more than 305,000 dead or injured</strong>, Ukraine said, with the US estimating 120,000 Russian deaths and 180,000 injured in the invasion.</p><p><strong>Ukraine’s Colonel Oleksandr Shtupun said Russian forces were following “cannon fodder” tactics</strong>, referring to fighting in the Tavria region.</p><p><strong>Fake Russian propaganda linking the Gaza and Ukraine wars is spreading online</strong>, with a fabricated Israeli promotional video claiming to show Ukrainians fighting in Israel exposed by the news organisation Ukrinform.</p><p><strong>Russia and Saudi Arabia confirmed they would </strong><strong> be restricting the supply of crude oil until the end of this year, </strong>in efforts to raise the price of oil worldwide.</p><p><strong>The European Commission president, Ursula von der Leyen, said on Saturday that Ukraine </strong><strong>had “made excellent progress” towards EU accession</strong>, as she visited Kyiv and affirmed EU support for Ukraine “for as long as it takes”.</p> <a href=""https://www.theguardian.com/world/2023/nov/06/russia-ukraine-war-at-a-glance-what-we-know-on-day-621"">Continue reading...</a>",2023-11-06 00:42:13
How Chinese influencers use AI digital clones of themselves to pump out content,https://www.theguardian.com/world/2023/nov/06/chinese-influencers-using-ai-digital-clones-of-themselves-to-pump-out-content,"<p>Questions over honesty and legality as livestreamers, particularly in online shopping, use avatars to boost their earnings</p><p>In September, Chen Yiru, a Taiwanese influencer with nearly nine million fans on Weibo, livestreamed <a href=""https://www.youtube.com/watch?v=Y8TTeihzdCQ"">footage</a> of himself eating chicken feet for a jaw-grinding 15 hours.</p><p>His followers were suitably wowed – until some started to question if such a feat was humanly possible. The small print on the video stream confirmed their suspicions: “For display purposes only, not a real person.”</p> <a href=""https://www.theguardian.com/world/2023/nov/06/chinese-influencers-using-ai-digital-clones-of-themselves-to-pump-out-content"">Continue reading...</a>",2023-11-06 00:08:38
"Breathing, bushfires and ‘little bees’: children make art for the climate crisis – in pictures",https://www.theguardian.com/culture/gallery/2023/nov/06/adelaide-festival-2024-school-children-climate-crisis-art-gallery-in-pictures,"<p>For the 2024 Adelaide festival, young people from around South Australia were invited to make art in response to their three climate change priorities, chosen via a survey: mass extinction, extreme weather, and air and waterway pollution. <br /><br />Through workshops supported by local schools, more than 1,100 works were submitted to the Create4Adelaide project, from artists as young as one – which the public can now vote on until 4 December. A selection of the works appears below but <a href=""https://create4adelaide.au/"">the full suite is available at the Create4Adelaide website</a>. The top-voted works will be exhibited at the 2024 Adelaide festival in March</p><ul><li>Head to <a href=""https://create4adelaide.au/"">Create4Adelaide</a> for more information</li><li><a href=""https://www.theguardian.com/newsletters/2019/oct/18/saved-for-later-sign-up-for-guardian-australias-culture-and-lifestyle-email?CMP=cvau_sfl"">Get our weekend culture and lifestyle email</a></li></ul> <a href=""https://www.theguardian.com/culture/gallery/2023/nov/06/adelaide-festival-2024-school-children-climate-crisis-art-gallery-in-pictures"">Continue reading...</a>",2023-11-05 23:30:35
Víctor Orta: ‘People said I was crazy to bring Bielsa to the Championship’,https://www.theguardian.com/football/2023/nov/05/victor-orta-people-said-i-was-crazy-to-bring-bielsa-to-the-championship,"<p>Sevilla’s director of football on the Argentinian, replacing Monchi, his friends at Aston Villa and facing Arsenal in Champions League</p><p>Víctor Orta has an idea. The former director of football at Leeds and Middlesbrough, who returned this summer to Sevilla after eight years in England, has heard the debate so many times, listened to the arguments that often, that he couldn’t help his mind wandering.</p><p>Now, he reckons, he might have come up with a way of settling it, until next season at least. To have a lot of fun trying, at least. He has barely sat down when he throws it out there, a hint of mischief. “What’s better? La Liga or the Premier League?” he says. “How about something like a Ryder Cup of football to find out?</p> <a href=""https://www.theguardian.com/football/2023/nov/05/victor-orta-people-said-i-was-crazy-to-bring-bielsa-to-the-championship"">Continue reading...</a>",2023-11-05 23:00:20
European roundup: Rayo Vallecano hold Real Madrid; Juventus edge Fiorentina,https://www.theguardian.com/football/2023/nov/05/european-roundup-rayo-vallecano-hold-real-madrid-juventus-edge-fiorentina,"<ul><li>Real stalemate leaves Girona top; Juventus earn 1-0 victory</li><li>Nice see off Rennes 2-0 to retake the lead in Ligue 1</li></ul><p><strong>Real Madrid</strong> spurned several chances as they were held to a 0-0 draw at home by <strong>Rayo Vallecano</strong> to leave them second in La Liga behind Girona. Carlo Ancelotti’s side are on 29 points, two behind the unexpected leaders who won 4-2 at Osasuna on Saturday. Third-place Barcelona have 27 points.</p><p>The hosts dominated from the start at the Bernabéu but could not score despite piling on the pressure and recording 22 shots. Rayo Vallecano produced a strong defensive display led by their goalkeeper Stole Dimitrievski, who kept out efforts from Federico Valverde and Joselu in the first half. Vinícius Júnior thought he had given Real the lead in the 66th minute, but his effort was ruled out for an offside earlier in the move.</p> <a href=""https://www.theguardian.com/football/2023/nov/05/european-roundup-rayo-vallecano-hold-real-madrid-juventus-edge-fiorentina"">Continue reading...</a>",2023-11-05 22:30:28
Sunak to use king’s speech to announce new system to award oil and gas licences,https://www.theguardian.com/uk-news/2023/nov/05/sunak-kings-speech-new-system-oil-gas-licences,"<p>Conservatives hope plans will open up clear dividing lines with Labour and protect thousands of jobs</p><p>Rishi Sunak will this week announce legislation for a new annual system for awarding oil and gas licences as part of a highly political king’s speech which the Conservatives hope will open up clear dividing lines with Labour.</p><p>The government said the plans would protect thousands of jobs and bolster energy security, reducing the UK’s reliance on imports from hostile foreign regimes such as Russia, even though the UK has committed to move away from fossil fuels.</p> <a href=""https://www.theguardian.com/uk-news/2023/nov/05/sunak-kings-speech-new-system-oil-gas-licences"">Continue reading...</a>",2023-11-05 22:30:20
UK government accused of separating children from parents in Gaza,https://www.theguardian.com/world/2023/nov/05/uk-government-accused-of-separating-children-from-parents-in-gaza,"<p>British nationals say dependants trying to leave conflict zone via Rafah crossing have been left off Foreign Office lists</p><ul><li><a href=""https://www.theguardian.com/world/live/2023/nov/05/israel-hamas-war-live-dozens-killed-in-strike-on-gaza-refugee-camp-say-palestinians-protests-around-world-demand-ceasefire"">Israel and Hamas at war – live updates</a></li></ul><p>The government has been accused of separating British children in Gaza from their mothers after it was revealed that citizens without passports had been left off its safe passage list.</p><p>The names of British citizens allowed to leave Gaza for Egypt via the Rafah crossing have been added to a list but, some have said their dependants have not been included by the Foreign Office.</p> <a href=""https://www.theguardian.com/world/2023/nov/05/uk-government-accused-of-separating-children-from-parents-in-gaza"">Continue reading...</a>",2023-11-05 21:53:33
Max Verstappen dominates in São Paulo as Alonso pips Pérez to third place,https://www.theguardian.com/sport/2023/nov/05/max-verstappen-brazilian-grand-prix-report-norris-alonso,"<ul><li>World champion earns 17th grand prix victory this season</li><li>Lando Norris in second as Fernando Alonso wins battle </li></ul><p>Even before the São Paulo Grand Prix had begun, Lewis Hamilton had expressed his longing to see the back of this year’s Mercedes. By the close of the race, won with the usual untroubled ease by Max Verstappen’s Red Bull, he would have been forgiven for entreating someone, anyone to rid him of this turbulent car. Nor, it would appear, would he have had any shortage of volunteers from his team as they too roundly dismissed what even the team principal, Toto Wolff, called a “miserable” and “inexcusable” performance at Interlagos.</p><p>The contrast between Verstappen and Red Bull and Mercedes in Brazil could not have been more stark and could not have made for more uncomfortable viewing, either from Hamilton’s cockpit as it toiled round to manage only eighth place, from the garage or from the team’s Brackley HQ.</p> <a href=""https://www.theguardian.com/sport/2023/nov/05/max-verstappen-brazilian-grand-prix-report-norris-alonso"">Continue reading...</a>",2023-11-05 19:51:37
Israel launches major strikes on Gaza as violence flares up on Lebanon boundary,https://www.theguardian.com/world/2023/nov/05/israel-launches-major-strikes-on-gaza-as-violence-flares-up-on-lebanon-boundary,"<p>Huge explosions reported in Gaza Strip, and communities in northern Israel come under mortar and rocket fire from Hezbollah</p><ul><li><a href=""https://www.theguardian.com/world/live/2023/nov/05/israel-hamas-war-live-dozens-killed-in-strike-on-gaza-refugee-camp-say-palestinians-protests-around-world-demand-ceasefire"">Israel and Hamas at war – live updates</a></li></ul><p>Gaza was rocked by a series of huge explosions on Sunday evening and communications with the coastal strip were cut, as violence also escalated on Israel’s northern boundary with Lebanon.</p><p>The strikes on Gaza came as the Israel Defence Forces (IDF) indicated that Israeli troops were planning to enter Gaza City in force perhaps within the next 48 hours, according to reports in Israeli media.</p> <a href=""https://www.theguardian.com/world/2023/nov/05/israel-launches-major-strikes-on-gaza-as-violence-flares-up-on-lebanon-boundary"">Continue reading...</a>",2023-11-05 19:16:42
‘Loss and damage’ deal struck to help countries worst hit by climate crisis,https://www.theguardian.com/environment/2023/nov/05/countries-agree-key-measures-to-fund-most-vulnerable-to-climate-breakdown,"<p>Governments draw up blueprint for fund to be administered at first by World Bank after tense Abu Dhabi talks</p><p>Countries have agreed key measures to supply funds to the world’s most vulnerable people to repair the damage from climate breakdown.</p><p>Governments from richer and poorer countries drew up the blueprint for a new “loss and damage” fund after a <a href=""https://www.theguardian.com/environment/2023/nov/03/un-climate-crisis-talks-resume-loss-damage-funding-poorest-countries"">tense two-day meeting</a> under UN guidance in Abu Dhabi that ended late on Saturday night.</p> <a href=""https://www.theguardian.com/environment/2023/nov/05/countries-agree-key-measures-to-fund-most-vulnerable-to-climate-breakdown"">Continue reading...</a>",2023-11-05 18:27:12
Novak Djokovic denies Grigor Dimitrov to claim seventh Paris Masters crown,https://www.theguardian.com/sport/2023/nov/05/novak-djokovic-denies-grigor-dimitrov-to-claim-seventh-paris-masters-crown,"<ul><li>World No 1 prevails 6-4, 6-3 to earn his 40th Masters ATP title</li><li>Unseeded Dimitrov fails in bid to win his first title in six years</li></ul><p>Novak Djokovic cruised to a record-extending seventh Paris Masters title, and became the first player to claim 40 Masters ATP 1000 titles, after beating Grigor Dimitrov 6-4, 6-3 in the final on Sunday.</p><p>The world No 1’s sixth trophy this season helped him to extend his lead over the second-ranked Carlos Alcaraz in the race to the year-end top spot. Djokovic will now head to the ATP Finals in Turin, primed to seal the deal after emerging triumphant from <a href=""https://www.theguardian.com/sport/2023/nov/04/tennis-novak-djokovic-andrey-rublev-paris-masters"">a series of close matches</a> this week.</p> <a href=""https://www.theguardian.com/sport/2023/nov/05/novak-djokovic-denies-grigor-dimitrov-to-claim-seventh-paris-masters-crown"">Continue reading...</a>",2023-11-05 18:13:37
"With the US election a year away, most Americans don’t want Biden or Trump",https://www.theguardian.com/us-news/2023/nov/05/us-presidential-election-biden-trump-polls,"<p>Polls continue to show both presidential frontrunners ‘as tied as tied can be’, with third-party candidates tying for a distant third</p><p>Americans are one year away from a presidential election that’s shaping up to be a historically unpopular rematch between the oldest ever sitting president, Joe Biden, a Democrat, and his Republican predecessor, the twice-impeached, serially indicted Donald Trump.</p><p>With less than 10 weeks to go before Iowa’s caucuses launch the 2024 Republican nominating contest, much can still change. As it stands, the country appears to be hurtling toward an election few Americans want – but that might be one of the most consequential in modern US history.</p> <a href=""https://www.theguardian.com/us-news/2023/nov/05/us-presidential-election-biden-trump-polls"">Continue reading...</a>",2023-11-05 16:00:13
Northern lights dazzle in brief appearance over Stonehenge,https://www.theguardian.com/uk-news/2023/nov/05/northern-lights-dazzle-in-brief-appearance-over-stonehenge,"<p>Aurora borealis lights up much of UK and Ireland, from Orkney and Donegal to southern England</p><p>The northern lights lit up much of the UK and Ireland on Saturday night – from Orkney and Donegal to parts of southern England including Stonehenge.</p><p>The aurora borealis, dancing green and red lights, have captivated people for millennia, and appear during geomagnetic storms. Disturbances in the Earth’s magnetic field result in hours of bright auroras at both high and low latitudes.</p> <a href=""https://www.theguardian.com/uk-news/2023/nov/05/northern-lights-dazzle-in-brief-appearance-over-stonehenge"">Continue reading...</a>",2023-11-05 15:08:00
Should I worry about my salt intake?,https://www.theguardian.com/lifeandstyle/2023/nov/05/should-i-worry-about-my-salt-intake,"<p>Salt, AKA sodium chloride, has been used to preserve food and enhance flavours for thousands of years. Can it really be a health hazard?</p><p>“The cure for anything is salt,” says a character in Karen Blixen’s short story The Deluge at Norderney. “Sweat, tears, or the sea.” But while there’s a lot to commend a long run, a little cry or a pensive look at the wide blue ocean, everyday life has got a lot saltier since Blixen’s era – and salt is no longer the cure-all it once was. So what should we be doing about it?</p><p>First things first: the World Health Organization recommends capping your salt intake at 5g a day, and keeping it even lower if possible. That’s because, according to a <a href=""https://www.bmj.com/content/339/bmj.b4567"">large body</a> <a href=""https://www.mdpi.com/2072-6643/11/9/1970"">of evidence</a>, ingesting a lot of it<strong> </strong>is linked to high blood pressure, which in turn is a risk factor for heart disease and stroke. (Salt is technically sodium chloride; it’s the sodium that seems to lead to most of its ill-effects, which is why American brands tend to tout their reduced-sodium options.)</p> <a href=""https://www.theguardian.com/lifeandstyle/2023/nov/05/should-i-worry-about-my-salt-intake"">Continue reading...</a>",2023-11-05 15:00:11
How maths can help you win at everything,https://www.theguardian.com/science/2023/nov/05/how-maths-can-help-you-win-at-everything,"Succeeding in love and business, roulette or a pub quiz is easy, says mathematician Marcus du Sautoy. You just have to know the right formula<p>Navigating your way through life can often feel like playing a complex board game. Every scenario you encounter has a set of rules that represents some sort of obstacle to you arriving at your destination. Indeed, it has been suggested that the human species started playing games as a safe space for experimenting with the best way to plan a strategy to get to our goals in life.</p><p>As soon as we began to realise that the universe was governed by rules, we started to create games to explore those rules. Many animals play games when they are young, but our species is probably unique in continuing to play games into adulthood. The role of games in the evolution of our species has even led to the proposal that we be called <em>Homo ludens</em> rather than <em>homo sapiens</em>.</p> <a href=""https://www.theguardian.com/science/2023/nov/05/how-maths-can-help-you-win-at-everything"">Continue reading...</a>",2023-11-05 14:00:11
I didn't want my cancer diagnosis to affect my relationships. But of course it did | Hilary Osborne,https://www.theguardian.com/commentisfree/2023/nov/05/cancer-diagnosis-affect-my-relationships,"<p>Being seriously ill tests you and those around you to the limit – and there’s no shame in that</p><p>The day after I received my <a href=""https://www.theguardian.com/commentisfree/2023/jun/08/cancer-treatment-brave-chemotherapy-medical-care"">breast cancer</a> diagnosis last year, when I was still unsure whether it had spread and how bad the news really was, my partner opened his mouth to comment on my loading of the dishwasher. I knew what was coming: some clearly mistaken criticism of the positioning of the fish slice, or a question about why I’d chosen to (correctly) place the small saucepan in the top rack. But then he closed his mouth again. Immediately I told him that this couldn’t go on. No matter how ill I was, he couldn’t stop arguing with me about the dishwasher. He agreed, and stayed true to his word, despite being definitely wrong.</p><p>When you find that you’re seriously ill, you know a lot of things are going to change, and it’s scary. I was keen to keep things as normal as possible if I could, and that included my closest relationships. I didn’t want the fact of me having cancer to creep into every aspect of my life, to the extent that I’d be treated differently by people who knew me best.</p><p>Hilary Osborne is the Guardian’s money and consumer editor</p> <a href=""https://www.theguardian.com/commentisfree/2023/nov/05/cancer-diagnosis-affect-my-relationships"">Continue reading...</a>",2023-11-05 14:00:11
Fireworks and flowering deserts: photos of the weekend,https://www.theguardian.com/news/gallery/2023/nov/05/fireworks-and-flowering-deserts-the-weekend-in-pictures,"<p>The Guardian’s picture editors select photo highlights from around the world</p> <a href=""https://www.theguardian.com/news/gallery/2023/nov/05/fireworks-and-flowering-deserts-the-weekend-in-pictures"">Continue reading...</a>",2023-11-05 13:41:13
Socialist party members in Spain back Catalan amnesty to secure PM new term,https://www.theguardian.com/world/2023/nov/05/psoe-members-back-catalan-amnesty-plan-to-secure-power-in-spain,"<p>Members of  Pedro Sánchez’s party vote 87% in favour of proposal to form government backed by smaller parties</p><p>Members of the Spanish Socialist Workers’ party (PSOE) have backed plans to secure another term as prime minister for the party’s leader, Pedro Sánchez, in return for granting a hugely controversial amnesty to people involved in the illegal and unilateral <a href=""https://www.theguardian.com/world/2017/oct/27/spanish-pm-mariano-rajoy-asks-senate-powers-dismiss-catalonia-president"">bid for Catalan independence</a> six years ago.</p><p>Spain has been in the hands of Sánchez’s caretaker government since <a href=""https://www.theguardian.com/world/2023/jul/23/spainish-election-conservative-party-ahead-but-unlikely-to-win-majority"">July’s inconclusive snap general election</a>, in which the PSOE was narrowly beaten by the conservative People’s party (PP). Although the PP won the most seats, it fell short of a parliamentary majority and has proved <a href=""https://www.theguardian.com/world/2023/sep/29/alberto-nunez-feijoo-again-asks-spanish-mps-to-back-him-for-pm"">unable to form a government</a>, even with the support of the far-right Vox party and other, smaller political groupings.</p> <a href=""https://www.theguardian.com/world/2023/nov/05/psoe-members-back-catalan-amnesty-plan-to-secure-power-in-spain"">Continue reading...</a>",2023-11-05 13:38:02
Netanyahu reprimands Israeli minister over Gaza ‘nuclear option’ comment,https://www.theguardian.com/world/2023/nov/05/netanyahu-reprimands-israeli-minister-over-gaza-nuclear-option-comment,"<p>PM disciplines junior cabinet member after he appeared to voice openness to nuclear strike on Gaza</p><ul><li><a href=""https://www.theguardian.com/world/live/2023/nov/05/israel-hamas-war-live-dozens-killed-in-strike-on-gaza-refugee-camp-say-palestinians-protests-around-world-demand-ceasefire"">Israel and Hamas at war – live updates</a></li></ul><p>The Israeli prime minister, Benjamin Netanyahu, has disciplined a junior member of his cabinet who appeared to voice openness to the idea of Israel carrying out a nuclear strike on Gaza.</p><p>Netanyahu’s office said in a statement that the minister concerned – heritage minister Amihai Eliyahu from a far-right party in the coalition government – had been suspended from cabinet meetings “until further notice”.</p> <a href=""https://www.theguardian.com/world/2023/nov/05/netanyahu-reprimands-israeli-minister-over-gaza-nuclear-option-comment"">Continue reading...</a>",2023-11-05 12:01:01
"‘I always wanted to be David Attenborough’: Björk on protecting salmon, going on strike and magical mushrooms",https://www.theguardian.com/music/2023/nov/05/bjork-rosalia-single-iceland-environment-salmon-fish-farming-interview,"<p>The singer and activist is releasing a single with Rosalía to support action against intensive salmon farming. She talks about being a guardian of Iceland’s wilderness and how young people will make real change</p><p>It is hard to think of anyone as symbolic of their nation as Björk. The singer has lived away from Iceland over the years – in London and New York, and is often on tour – but when she’s been away she has always felt, she says, like she is “holding her breath”, both in anticipation of return and in memory of purer air. In recent years, since her relationship with the artist <a href=""https://www.theguardian.com/artanddesign/matthew-barney"">Matthew Barney</a> ended in 2013, she has lived pretty much full-time near Reykjavik, where she has witnessed the great surge in tourism to the island, which has risen from a few hundred thousand annual visitors 20 years ago to almost 2 million now.</p><p>You couldn’t quantify exactly what proportion of that interest in volcano and glacier is down to Björk’s own one-woman nation branding, but there is no doubt that her wild and whirling music, with its operatic cutting edges of trance and techno, has done much to establish the unique cool of her native island in the eco-traveller’s mind. It is for this reason that when she adds her trippy voice to any environmental campaign, it has ripples well beyond the north Atlantic.</p> <a href=""https://www.theguardian.com/music/2023/nov/05/bjork-rosalia-single-iceland-environment-salmon-fish-farming-interview"">Continue reading...</a>",2023-11-05 12:00:07
"Elon Musk unveils Grok, an AI chatbot with a ‘rebellious streak’",https://www.theguardian.com/technology/2023/nov/05/elon-musk-unveils-grok-an-ai-chatbot-with-a-rebellious-streak,"<p>Boss of X said tech  being tested is inspired by Hitchhiker’s Guide to the Galaxy</p><p>Elon Musk has unveiled Grok, an artificial intelligence chatbot with a “rebellious streak” inspired by The Hitchhiker’s Guide to the Galaxy.</p><p>The Tesla CEO, who <a href=""https://www.theguardian.com/technology/2023/nov/01/elon-musk-calls-ai-one-of-the-biggest-threats-to-humanity-at-summit"">warned last week</a> that AI was “one of the biggest threats to humanity”, said the competitor to ChatGPT would be made available to premium subscribers on his X platform after testing.</p> <a href=""https://www.theguardian.com/technology/2023/nov/05/elon-musk-unveils-grok-an-ai-chatbot-with-a-rebellious-streak"">Continue reading...</a>",2023-11-05 11:58:15
Philippines radio journalist shot dead during live broadcast,https://www.theguardian.com/world/2023/nov/05/philippines-radio-journalist-juan-jumalon-shot-dead-during-live-broadcast,"<p>Killer of Juan Jumalon, 57, pretended to be a listener to enter home studio in Misamis Occidental province</p><p>A radio anchor in the southern Philippines has been fatally shot in his studio in a brazen attack witnessed by people watching the programme live on Facebook.</p><p>The gunman gained entry to the home-based radio station of Juan Jumalon, a provincial news broadcaster known also as DJ Johnny Walker, by pretending to be a listener. He then shot him twice during a live morning broadcast in Calamba town in Misamis Occidental province, police said.</p> <a href=""https://www.theguardian.com/world/2023/nov/05/philippines-radio-journalist-juan-jumalon-shot-dead-during-live-broadcast"">Continue reading...</a>",2023-11-05 11:42:45
Pyramid of Tirana review – from tyrant’s monument to joyful symbol of modern Albania,https://www.theguardian.com/artanddesign/2023/nov/05/pyramid-of-tirana-review-from-tyrants-monument-to-joyful-symbol-of-modern-albania-mvrdv-marble-arch-mound,"<p>A rundown brutalist symbol of Tirana’s communist legacy has been transformed by the architects of London’s disastrous Marble Arch Mound into a fun multispace venue that’s irreverent and liberating</p><p>Sometimes, symbols are simple. A vainglorious monument is built to commemorate a dictator, an opulent extravagance in a country where bread is rationed, whose people can barely eat. The regime is then overthrown, and after considerable struggles democracy is established. Citizens feel free to appropriate and, none too respectfully, adapt his legacy, until at last an architect is appointed to give permanent form to this popular takeover. Menace becomes playfulness, the closed becomes open, the grandiose informal, the grey polychrome.</p><p>This is the story of the Pyramid of Tirana, a 21 metre-high (70ft) concrete cone in Albania’s capital that opened in 1988 as a museum of the life of former leader Enver Hoxha, who for four decades until his death <a href=""https://www.theguardian.com/world/2019/apr/12/hoxha-era-ends-in-albania-archive-1985"">in 1985</a> ran a reclusive communist state in which <a href=""https://www.nytimes.com/2023/02/19/world/europe/tirana-albania-hoxha-pyramid.html"">typewriters and colour televisions</a> were banned. The monument was his equivalent of Vladimir Lenin’s tomb in Moscow’s Red Square, only with a 22-tonne statue of Hoxha rather than an <a href=""https://www.theguardian.com/world/2013/jan/16/lenin-body-poll-moving-mausoleum"">embalmed corpse</a>. The building’s design, by a team of architects that included his daughter and son-in-law, was both sci-fi and pharaonic, with soaring struts rising to a central oculus.</p> <a href=""https://www.theguardian.com/artanddesign/2023/nov/05/pyramid-of-tirana-review-from-tyrants-monument-to-joyful-symbol-of-modern-albania-mvrdv-marble-arch-mound"">Continue reading...</a>",2023-11-05 11:00:06
